3.05000000e+00	1.52500000e-02	-1.47730000e-02	-4.57063100e-02	4.56891000e-02	-3.23430000e-03	2.28590200e-03	1.69200070e-03	-1.95979750e-03	-1.53000000e-03	1.76800000e-04	4.72605000e-03	-5.46240500e-04	-6.48099000e-03	7.89339200e-04
3.10000000e+00	1.29600000e-02	-1.24970000e-02	-3.78836100e-02	3.78131000e-02	-2.74100000e-03	1.89891200e-03	1.36250070e-03	-1.59789750e-03	-1.30000000e-03	1.49900000e-04	3.92416000e-03	-4.61340500e-04	-5.40179000e-03	6.55240200e-04
3.15000000e+00	1.10300000e-02	-1.06120000e-02	-3.14915100e-02	3.13811000e-02	-2.32810000e-03	1.58190200e-03	1.09960070e-03	-1.30609750e-03	-1.11000000e-03	1.27100000e-04	3.26551000e-03	-3.88839500e-04	-4.51059000e-03	5.43839200e-04
3.20000000e+00	9.42000000e-03	-9.01600000e-03	-2.62351100e-02	2.60951000e-02	-1.98050000e-03	1.32090200e-03	8.88702700e-04	-1.06969750e-03	-9.40000000e-04	1.07500000e-04	2.72153000e-03	-3.26841500e-04	-3.77089000e-03	4.51141200e-04
3.25000000e+00	8.04000000e-03	-7.66000000e-03	-2.18847100e-02	2.17251000e-02	-1.68590000e-03	1.10490200e-03	7.19000700e-04	-8.77097500e-04	-8.00000000e-04	9.08000000e-05	2.26990000e-03	-2.74236500e-04	-3.15399000e-03	3.74039200e-04
3.30000000e+00	6.85000000e-03	-6.50400000e-03	-1.82648100e-02	1.80931000e-02	-1.43480000e-03	9.23902000e-04	5.81699700e-04	-7.19599500e-04	-6.80000000e-04	7.65000000e-05	1.89318000e-03	-2.29540500e-04	-2.63719000e-03	3.09740200e-04
3.35000000e+00	5.83000000e-03	-5.51300000e-03	-1.52370100e-02	1.50616000e-02	-1.21960000e-03	7.72402000e-04	4.70301700e-04	-5.90093500e-04	-5.80000000e-04	6.44000000e-05	1.57755000e-03	-1.91538500e-04	-2.20259000e-03	2.56040200e-04
3.40000000e+00	4.94000000e-03	-4.66100000e-03	-1.26913100e-02	1.25162000e-02	-1.03430000e-03	6.44803000e-04	3.79700700e-04	-4.83196500e-04	-4.80000000e-04	5.40000000e-05	1.31195000e-03	-1.59240500e-04	-1.83559000e-03	2.10940200e-04
3.45000000e+00	4.20000000e-03	-3.92600000e-03	-1.05416100e-02	1.03713000e-02	-8.74000000e-04	5.36703000e-04	3.05500700e-04	-3.94497500e-04	-4.00000000e-04	4.50000000e-05	1.08754000e-03	-1.31740500e-04	-1.52459000e-03	1.73240200e-04
3.50000000e+00	3.53000000e-03	-3.28800000e-03	-8.71681000e-03	8.55520000e-03	-7.34800000e-04	4.44800000e-04	2.44800700e-04	-3.20896500e-04	-3.40000000e-04	3.73000000e-05	8.97500000e-04	-1.08341500e-04	-1.26019000e-03	1.41441200e-04
3.55000000e+00	2.95000000e-03	-2.74100000e-03	-7.16431000e-03	7.01280000e-03	-6.13300000e-04	3.66204000e-04	1.94900700e-04	-2.59399500e-04	-2.80000000e-04	3.08000000e-05	7.35680000e-04	-8.85395000e-05	-1.03459000e-03	1.14840200e-04
3.60000000e+00	2.44000000e-03	-2.25700000e-03	-5.83471000e-03	5.69730000e-03	-5.06900000e-04	2.98702000e-04	1.54000700e-04	-2.07897500e-04	-2.30000000e-04	2.51000000e-05	5.97500000e-04	-7.15405000e-05	-8.41490000e-04	9.22402000e-05
3.65000000e+00	1.99000000e-03	-1.83500000e-03	-4.69401000e-03	4.57130000e-03	-4.13600000e-04	2.40699000e-04	1.20100700e-04	-1.64598500e-04	-1.90000000e-04	2.02000000e-05	4.79201000e-04	-5.71413000e-05	-6.75790000e-04	7.32402000e-05
3.70000000e+00	1.61000000e-03	-1.46500000e-03	-3.71020000e-03	3.60449000e-03	-3.31398000e-04	1.90504000e-04	9.20007000e-05	-1.28097500e-04	-1.40000000e-04	1.60000000e-05	3.77529000e-04	-4.48413000e-05	-5.33070000e-04	5.71404000e-05
3.75000000e+00	1.25000000e-03	-1.14000000e-03	-2.85981000e-03	2.77090000e-03	-2.58800000e-04	1.47097000e-04	6.89007000e-05	-9.72975000e-05	-1.10000000e-04	1.22000000e-05	2.90276000e-04	-3.42401000e-05	-4.10170000e-04	4.34397000e-05
3.80000000e+00	9.40000000e-04	-8.53000000e-04	-2.12231000e-03	2.05080000e-03	-1.94300000e-04	1.09196000e-04	4.96004000e-05	-7.11975000e-05	-9.00000000e-05	9.10000000e-06	2.14669000e-04	-2.52407000e-05	-3.03659000e-04	3.18401000e-05
3.85000000e+00	6.70000000e-04	-6.00000000e-04	-1.48051000e-03	1.42660000e-03	-1.37100000e-04	7.63990000e-05	3.36012000e-05	-4.89945000e-05	-5.00000000e-05	6.40000000e-06	1.49238000e-04	-1.74409000e-05	-2.11281000e-04	2.18404000e-05
3.90000000e+00	4.20000000e-04	-3.76000000e-04	-9.20410000e-04	8.84510000e-04	-8.62010000e-05	4.74980000e-05	2.03000000e-05	-2.99955000e-05	-3.00000000e-05	4.00000000e-06	9.24740000e-05	-1.06599000e-05	-1.31050000e-04	1.33608000e-05
3.95000000e+00	2.00000000e-04	-1.77000000e-04	-4.30910000e-04	4.12800000e-04	-4.07010000e-05	2.22030000e-05	9.20050000e-06	-1.37945000e-05	-1.00000000e-05	1.90000000e-06	4.30900000e-05	-5.02920000e-06	-6.10900000e-05	6.13000000e-06
4.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
